"Country or Area","Year","Comm. Code","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Albania","2003","500790","Woven fabric of silk, nes","Import","51","","No Quantity",""
"Albania","2002","500390","Silk waste, carded or combed","Export","715","3541","Weight in kilograms","3541"
"Albania","2002","500400","Silk yarn (except from waste) not retail","Import","47783","1626","Weight in kilograms","1626"
"Albania","2002","500500","Yarn spun from silk waste, not retail","Import","23295","805","Weight in kilograms","805"
"Albania","2002","500600","Silk yarn retail, silk worm gut","Import","9573","272","Weight in kilograms","272"
"Albania","2002","500710","Woven fabric of noil silk","Import","7316","169","Weight in kilograms","169"
"Albania","2002","500720","Woven fabric >85% silk (except noil silk)","Import","8805","119","Weight in kilograms","119"
"Albania","2002","500790","Woven fabric of silk, nes","Import","188","3","Weight in kilograms","3"
"Albania","2001","500400","Silk yarn (except from waste) not retail","Import","81034","4275","Weight in kilograms","4275"
"Albania","2001","500720","Woven fabric >85% silk (except noil silk)","Import","8603","116","Weight in kilograms","116"
"Albania","2001","500790","Woven fabric of silk, nes","Import","21191","376","Weight in kilograms","376"
"Albania","2000","500200","Raw silk (not thrown)","Import","2369","460","Weight in kilograms","460"
"Albania","2000","500400","Silk yarn (except from waste) not retail","Import","100305","4317","Weight in kilograms","4317"
"Albania","2000","500400","Silk yarn (except from waste) not retail","Export","2179","251","Weight in kilograms","251"
"Albania","2000","500500","Yarn spun from silk waste, not retail","Import","19022","729","Weight in kilograms","729"
"Albania","2000","500600","Silk yarn retail, silk worm gut","Import","51","4","Weight in kilograms","4"
"Albania","2000","500710","Woven fabric of noil silk","Import","383","8","Weight in kilograms","8"
"Albania","2000","500720","Woven fabric >85% silk (except noil silk)","Import","24460","335","Weight in kilograms","335"
"Albania","2000","500790","Woven fabric of silk, nes","Import","94234","1730","Weight in kilograms","1730"
"Albania","1999","500100","Silk-worm cocoons suitable for reeling","Import","3549","1062","Weight in kilograms","1062"
"Albania","1999","500400","Silk yarn (except from waste) not retail","Import","1089","148","Weight in kilograms","148"
"Albania","1999","500710","Woven fabric of noil silk","Import","50","10","Weight in kilograms","10"
"Albania","1999","500720","Woven fabric >85% silk (except noil silk)","Import","7512","3868","Weight in kilograms","3868"
"Albania","1999","500790","Woven fabric of silk, nes","Import","141885","120513","Weight in kilograms","120513"
"Albania","1998","500100","Silk-worm cocoons suitable for reeling","Import","172","48","Weight in kilograms","48"
"Albania","1998","500400","Silk yarn (except from waste) not retail","Import","6546","1000","Weight in kilograms","1000"
"Albania","1998","500600","Silk yarn retail, silk worm gut","Import","261","398","Weight in kilograms","398"
"Albania","1998","500710","Woven fabric of noil silk","Import","1063","867","Weight in kilograms","867"
"Albania","1998","500720","Woven fabric >85% silk (except noil silk)","Import","95314","3409","Weight in kilograms","3409"
"Albania","1998","500790","Woven fabric of silk, nes","Import","32994","1194","Weight in kilograms","1194"
"Albania","1997","500390","Silk waste, carded or combed","Import","2334","39","Weight in kilograms","39"
"Albania","1997","500400","Silk yarn (except from waste) not retail","Import","633","707","Weight in kilograms","707"
"Albania","1997","500710","Woven fabric of noil silk","Import","1523","179","Weight in kilograms","179"
"Albania","1997","500720","Woven fabric >85% silk (except noil silk)","Import","40","9","Weight in kilograms","9"
"Albania","1997","500790","Woven fabric of silk, nes","Import","29206","2687","Weight in kilograms","2687"
"Albania","1997","500790","Woven fabric of silk, nes","Export","300","60","Weight in kilograms","60"
"Albania","1996","500390","Silk waste, carded or combed","Import","86","20","Weight in kilograms","20"
"Albania","1996","500400","Silk yarn (except from waste) not retail","Import","6514","1875","Weight in kilograms","1875"
"Albania","1996","500500","Yarn spun from silk waste, not retail","Import","1149","134","Weight in kilograms","134"
"Albania","1996","500710","Woven fabric of noil silk","Import","12193","4174","Weight in kilograms","4174"
"Albania","1996","500720","Woven fabric >85% silk (except noil silk)","Import","100028","10776","Weight in kilograms","10776"
"Albania","1996","500790","Woven fabric of silk, nes","Import","68167","14552","Weight in kilograms","14552"
"Algeria","2013","500600","Silk yarn retail, silk worm gut","Import","125787","22861","Weight in kilograms","22861"
"Algeria","2013","500720","Woven fabric >85% silk (except noil silk)","Import","129","2","Weight in kilograms","2"
"Algeria","2013","500790","Woven fabric of silk, nes","Import","59281","33015","Weight in kilograms","33015"
"Algeria","2012","500400","Silk yarn (except from waste) not retail","Import","5676","987","Weight in kilograms","987"
"Algeria","2012","500600","Silk yarn retail, silk worm gut","Import","53491","12632","Weight in kilograms","12632"
"Algeria","2012","500720","Woven fabric >85% silk (except noil silk)","Import","8258","7651","Weight in kilograms","7651"
"Algeria","2012","500790","Woven fabric of silk, nes","Import","48491","9896","Weight in kilograms","9896"
"Algeria","2011","500600","Silk yarn retail, silk worm gut","Import","60132","48595","Weight in kilograms","48595"
"Algeria","2011","500710","Woven fabric of noil silk","Import","270","2","Weight in kilograms","2"
"Algeria","2011","500720","Woven fabric >85% silk (except noil silk)","Import","3284","1000","Weight in kilograms","1000"
"Algeria","2011","500790","Woven fabric of silk, nes","Import","222279","159469","Weight in kilograms","159469"
"Algeria","2010","500600","Silk yarn retail, silk worm gut","Import","71802","35329","Weight in kilograms","35329"
"Algeria","2010","500790","Woven fabric of silk, nes","Import","139246","41767","Weight in kilograms","41767"
"Algeria","2009","500400","Silk yarn (except from waste) not retail","Import","112","21","Weight in kilograms","21"
"Algeria","2009","500600","Silk yarn retail, silk worm gut","Import","18135","19181","Weight in kilograms","19181"
"Algeria","2009","500720","Woven fabric >85% silk (except noil silk)","Import","13676","800","Weight in kilograms","800"
"Algeria","2009","500790","Woven fabric of silk, nes","Import","29357","30024","Weight in kilograms","30024"
"Algeria","2009","500790","Woven fabric of silk, nes","Export","410","55","Weight in kilograms","55"
"Algeria","2008","500400","Silk yarn (except from waste) not retail","Import","215","16","Weight in kilograms","16"
"Algeria","2008","500600","Silk yarn retail, silk worm gut","Import","14122","18420","Weight in kilograms","18420"
"Algeria","2008","500720","Woven fabric >85% silk (except noil silk)","Import","980","410","Weight in kilograms","410"
"Algeria","2008","500790","Woven fabric of silk, nes","Import","46165","42862","Weight in kilograms","42862"
"Algeria","2007","500400","Silk yarn (except from waste) not retail","Import","11759","14461","Weight in kilograms","14461"
"Algeria","2007","500600","Silk yarn retail, silk worm gut","Import","39115","33584","Weight in kilograms","33584"
"Algeria","2007","500720","Woven fabric >85% silk (except noil silk)","Import","2","1","Weight in kilograms","1"
"Algeria","2007","500790","Woven fabric of silk, nes","Import","54805","48536","Weight in kilograms","48536"
"Algeria","2006","500100","Silk-worm cocoons suitable for reeling","Import","615","18","Weight in kilograms","18"
"Algeria","2006","500400","Silk yarn (except from waste) not retail","Import","7","1","Weight in kilograms","1"
"Algeria","2006","500500","Yarn spun from silk waste, not retail","Import","5","1","Weight in kilograms","1"
"Algeria","2006","500600","Silk yarn retail, silk worm gut","Import","40452","58758","Weight in kilograms","58758"
"Algeria","2006","500790","Woven fabric of silk, nes","Import","74050","68741","Weight in kilograms","68741"
"Algeria","2005","500600","Silk yarn retail, silk worm gut","Import","47235","48199","Weight in kilograms","48199"
"Algeria","2005","500720","Woven fabric >85% silk (except noil silk)","Import","3141","675","Weight in kilograms","675"
"Algeria","2005","500790","Woven fabric of silk, nes","Import","87253","109921","Weight in kilograms","109921"
"Algeria","2004","500390","Silk waste, carded or combed","Import","787","1908","Weight in kilograms","1908"
"Algeria","2004","500400","Silk yarn (except from waste) not retail","Import","20","1","Weight in kilograms","1"
"Algeria","2004","500600","Silk yarn retail, silk worm gut","Import","16162","35588","Weight in kilograms","35588"
"Algeria","2004","500720","Woven fabric >85% silk (except noil silk)","Import","25109","19898","Weight in kilograms","19898"
"Algeria","2004","500720","Woven fabric >85% silk (except noil silk)","Export","884","100","Weight in kilograms","100"
"Algeria","2004","500790","Woven fabric of silk, nes","Import","210998","245440","Weight in kilograms","245440"
"Algeria","2003","500390","Silk waste, carded or combed","Import","2134","15","Weight in kilograms","15"
"Algeria","2003","500600","Silk yarn retail, silk worm gut","Import","27052","21865","Weight in kilograms","21865"
"Algeria","2003","500710","Woven fabric of noil silk","Import","1977","2750","Weight in kilograms","2750"
"Algeria","2003","500720","Woven fabric >85% silk (except noil silk)","Import","3252","3686","Weight in kilograms","3686"
"Algeria","2003","500790","Woven fabric of silk, nes","Import","379841","299372","Weight in kilograms","299372"
"Algeria","2002","500390","Silk waste, carded or combed","Import","7232","124","Weight in kilograms","124"
"Algeria","2002","500400","Silk yarn (except from waste) not retail","Import","4276","6930","Weight in kilograms","6930"
"Algeria","2002","500600","Silk yarn retail, silk worm gut","Import","4494","9352","Weight in kilograms","9352"
"Algeria","2002","500720","Woven fabric >85% silk (except noil silk)","Import","8294","7173","Weight in kilograms","7173"
"Algeria","2002","500790","Woven fabric of silk, nes","Import","227347","187330","Weight in kilograms","187330"
"Algeria","2002","500790","Woven fabric of silk, nes","Export","116","60","Weight in kilograms","60"
"Algeria","2001","500600","Silk yarn retail, silk worm gut","Import","4843","6219","Weight in kilograms","6219"
"Algeria","2001","500720","Woven fabric >85% silk (except noil silk)","Import","2","2","Weight in kilograms","2"
"Algeria","2001","500790","Woven fabric of silk, nes","Import","18913","33254","Weight in kilograms","33254"
"Algeria","2000","500600","Silk yarn retail, silk worm gut","Import","8902","9812","Weight in kilograms","9812"
"Algeria","2000","500720","Woven fabric >85% silk (except noil silk)","Import","76095","1043","Weight in kilograms","1043"
"Algeria","2000","500720","Woven fabric >85% silk (except noil silk)","Export","718","49","Weight in kilograms","49"
"Algeria","2000","500790","Woven fabric of silk, nes","Import","67630","1242","Weight in kilograms","1242"
"Algeria","1999","500720","Woven fabric >85% silk (except noil silk)","Import","40179","21688","Weight in kilograms","21688"
"Algeria","1999","500790","Woven fabric of silk, nes","Import","61421","42395","Weight in kilograms","42395"
"Algeria","1998","500400","Silk yarn (except from waste) not retail","Import","64822","1000","Weight in kilograms","1000"
"Algeria","1998","500600","Silk yarn retail, silk worm gut","Import","920","1188","Weight in kilograms","1188"
"Algeria","1998","500710","Woven fabric of noil silk","Import","21505","8812","Weight in kilograms","8812"
"Algeria","1998","500720","Woven fabric >85% silk (except noil silk)","Import","4039","4011","Weight in kilograms","4011"
"Algeria","1998","500790","Woven fabric of silk, nes","Import","129221","55507","Weight in kilograms","55507"
"Algeria","1997","500400","Silk yarn (except from waste) not retail","Import","1668","992","Weight in kilograms","992"
"Algeria","1997","500600","Silk yarn retail, silk worm gut","Import","423","613","Weight in kilograms","613"
"Algeria","1997","500710","Woven fabric of noil silk","Import","333","199","Weight in kilograms","199"
"Algeria","1997","500720","Woven fabric >85% silk (except noil silk)","Import","1051","613","Weight in kilograms","613"
"Algeria","1997","500790","Woven fabric of silk, nes","Import","51585","23901","Weight in kilograms","23901"
"Algeria","1996","500600","Silk yarn retail, silk worm gut","Import","113","14","Weight in kilograms","14"
"Algeria","1996","500720","Woven fabric >85% silk (except noil silk)","Import","2023","105","Weight in kilograms","105"
"Algeria","1996","500720","Woven fabric >85% silk (except noil silk)","Export","3544831","358937","Weight in kilograms","358937"
"Algeria","1996","500790","Woven fabric of silk, nes","Import","13325","1882","Weight in kilograms","1882"
"Algeria","1995","500390","Silk waste, carded or combed","Import","991","18","Weight in kilograms","18"
"Algeria","1995","500600","Silk yarn retail, silk worm gut","Import","9447","51","Weight in kilograms","51"
"Algeria","1995","500720","Woven fabric >85% silk (except noil silk)","Import","65133","6062","Weight in kilograms","6062"
"Algeria","1995","500790","Woven fabric of silk, nes","Import","7849","3526","Weight in kilograms","3526"
"Algeria","1994","500400","Silk yarn (except from waste) not retail","Import","24","3","Weight in kilograms","3"
"Algeria","1994","500790","Woven fabric of silk, nes","Import","11620","1375","Weight in kilograms","1375"
"Algeria","1993","500200","Raw silk (not thrown)","Import","6454","1937","Weight in kilograms","1937"
"Algeria","1993","500400","Silk yarn (except from waste) not retail","Import","25067","361","Weight in kilograms","361"
"Algeria","1993","500720","Woven fabric >85% silk (except noil silk)","Import","2852","12","Weight in kilograms","12"
"Algeria","1993","500790","Woven fabric of silk, nes","Import","44365","44","Weight in kilograms","44"
"Algeria","1992","500400","Silk yarn (except from waste) not retail","Import","23","34","Weight in kilograms","34"
"Andorra","2004","500390","Silk waste, carded or combed","Import","426","3","Weight in kilograms","3"
"Andorra","2004","500710","Woven fabric of noil silk","Import","434","2","Weight in kilograms","2"
"Andorra","2004","500720","Woven fabric >85% silk (except noil silk)","Import","49469","469","Weight in kilograms","469"
"Andorra","2004","500790","Woven fabric of silk, nes","Import","3365","17","Weight in kilograms","17"
"Andorra","2003","500710","Woven fabric of noil silk","Import","333","1","Weight in kilograms","1"
"Andorra","2003","500720","Woven fabric >85% silk (except noil silk)","Import","31568","262","Weight in kilograms","262"
"Andorra","2003","500790","Woven fabric of silk, nes","Import","3651","23","Weight in kilograms","23"
"Andorra","2002","500390","Silk waste, carded or combed","Import","234","4","Weight in kilograms","4"
"Andorra","2002","500400","Silk yarn (except from waste) not retail","Import","131","4","Weight in kilograms","4"
"Andorra","2002","500500","Yarn spun from silk waste, not retail","Import","67","1","Weight in kilograms","1"
"Andorra","2002","500710","Woven fabric of noil silk","Import","204","1","Weight in kilograms","1"
"Andorra","2002","500720","Woven fabric >85% silk (except noil silk)","Import","48804","618","Weight in kilograms","618"
"Andorra","2002","500790","Woven fabric of silk, nes","Import","7381","89","Weight in kilograms","89"
"Andorra","2001","500720","Woven fabric >85% silk (except noil silk)","Import","48269","433","Weight in kilograms","433"
"Andorra","2001","500790","Woven fabric of silk, nes","Import","7116","55","Weight in kilograms","55"
"Andorra","2000","500100","Silk-worm cocoons suitable for reeling","Import","94","192","Weight in kilograms","192"
"Andorra","2000","500200","Raw silk (not thrown)","Import","304","5","Weight in kilograms","5"
"Andorra","2000","500400","Silk yarn (except from waste) not retail","Import","94","3","Weight in kilograms","3"
"Andorra","2000","500500","Yarn spun from silk waste, not retail","Import","116","4","Weight in kilograms","4"
"Andorra","2000","500720","Woven fabric >85% silk (except noil silk)","Import","44414","331","Weight in kilograms","331"
"Andorra","2000","500720","Woven fabric >85% silk (except noil silk)","Export","2181","45","Weight in kilograms","45"
"Andorra","2000","500790","Woven fabric of silk, nes","Import","1259","6","Weight in kilograms","6"
"Andorra","1999","500720","Woven fabric >85% silk (except noil silk)","Import","49996","517","Weight in kilograms","517"
"Andorra","1999","500720","Woven fabric >85% silk (except noil silk)","Export","1777","3500","Weight in kilograms","3500"
"Andorra","1999","500790","Woven fabric of silk, nes","Import","1866","10","Weight in kilograms","10"
"Andorra","1998","500710","Woven fabric of noil silk","Import","1953","40","Weight in kilograms","40"
"Andorra","1998","500720","Woven fabric >85% silk (except noil silk)","Import","61212","1756","Weight in kilograms","1756"
"Andorra","1998","500720","Woven fabric >85% silk (except noil silk)","Export","6171","164","Weight in kilograms","164"
"Andorra","1998","500790","Woven fabric of silk, nes","Import","120","19","Weight in kilograms","19"
"Andorra","1997","500710","Woven fabric of noil silk","Import","95","2","Weight in kilograms","2"
"Andorra","1997","500720","Woven fabric >85% silk (except noil silk)","Import","65709","2641","Weight in kilograms","2641"
"Andorra","1997","500720","Woven fabric >85% silk (except noil silk)","Export","4391","687","Weight in kilograms","687"
"Andorra","1997","500790","Woven fabric of silk, nes","Import","3695","12","Weight in kilograms","12"
"Andorra","1996","500100","Silk-worm cocoons suitable for reeling","Import","584","2","Weight in kilograms","2"
"Andorra","1996","500600","Silk yarn retail, silk worm gut","Import","71","1","Weight in kilograms","1"
"Andorra","1996","500720","Woven fabric >85% silk (except noil silk)","Import","146024","9823","Weight in kilograms","9823"
"Andorra","1996","500720","Woven fabric >85% silk (except noil silk)","Export","8195","421","Weight in kilograms","421"
"Andorra","1996","500790","Woven fabric of silk, nes","Import","1168","3","Weight in kilograms","3"
"Andorra","1995","500390","Silk waste, carded or combed","Import","211","8","Weight in kilograms","8"
"Andorra","1995","500720","Woven fabric >85% silk (except noil silk)","Import","43198","199","Weight in kilograms","199"
"Andorra","1995","500790","Woven fabric of silk, nes","Import","6828","73","Weight in kilograms","73"
"Anguilla","2008","500500","Yarn spun from silk waste, not retail","Import","51","2","Weight in kilograms","2"
"Anguilla","2007","500100","Silk-worm cocoons suitable for reeling","Import","95","12","Weight in kilograms","12"
"Anguilla","2007","500400","Silk yarn (except from waste) not retail","Import","3335","24","Weight in kilograms","24"
"Anguilla","2007","500500","Yarn spun from silk waste, not retail","Import","6","1","Weight in kilograms","1"
"Anguilla","2006","500400","Silk yarn (except from waste) not retail","Import","17","8","Weight in kilograms","8"
"Anguilla","2006","500500","Yarn spun from silk waste, not retail","Import","3","1","Weight in kilograms","1"
"Anguilla","2004","500600","Silk yarn retail, silk worm gut","Import","26","1","Weight in kilograms","1"
"Anguilla","2003","500200","Raw silk (not thrown)","Import","529","30","Weight in kilograms","30"
"Anguilla","2002","500200","Raw silk (not thrown)","Import","90","5","Weight in kilograms","5"
"Anguilla","2002","500390","Silk waste, carded or combed","Import","492","37","Weight in kilograms","37"
"Anguilla","2002","500400","Silk yarn (except from waste) not retail","Import","199","7","Weight in kilograms","7"
"Anguilla","2001","500390","Silk waste, carded or combed","Import","270","27","Weight in kilograms","27"
"Anguilla","2001","500400","Silk yarn (except from waste) not retail","Import","26","1","Weight in kilograms","1"
"Anguilla","2000","500390","Silk waste, carded or combed","Import","94","7","Weight in kilograms","7"
"Anguilla","2000","500400","Silk yarn (except from waste) not retail","Import","10","0","Weight in kilograms","0"
"Anguilla","2000","500500","Yarn spun from silk waste, not retail","Import","5","0","Weight in kilograms","0"
"Antigua and Barbuda","2013","500390","Silk waste, carded or combed","Import","171","943","Weight in kilograms","943"
"Antigua and Barbuda","2013","500400","Silk yarn (except from waste) not retail","Import","257","4","Weight in kilograms","4"
"Antigua and Barbuda","2013","500500","Yarn spun from silk waste, not retail","Import","1053","36","Weight in kilograms","36"
"Antigua and Barbuda","2013","500600","Silk yarn retail, silk worm gut","Import","5","0","Weight in kilograms","0"
"Antigua and Barbuda","2013","500710","Woven fabric of noil silk","Import","971","10","Weight in kilograms","10"
"Antigua and Barbuda","2013","500790","Woven fabric of silk, nes","Import","2150","277","Weight in kilograms","277"
"Antigua and Barbuda","2012","500710","Woven fabric of noil silk","Import","192","10","Weight in kilograms","10"
"Antigua and Barbuda","2012","500720","Woven fabric >85% silk (except noil silk)","Import","833","4","Weight in kilograms","4"
"Antigua and Barbuda","2012","500790","Woven fabric of silk, nes","Import","1649","30","Weight in kilograms","30"
"Antigua and Barbuda","2011","500710","Woven fabric of noil silk","Import","1071","88","Weight in kilograms","88"
"Antigua and Barbuda","2011","500720","Woven fabric >85% silk (except noil silk)","Import","3412","86","Weight in kilograms","86"
"Antigua and Barbuda","2011","500790","Woven fabric of silk, nes","Import","1095","4955","Weight in kilograms","4955"
"Antigua and Barbuda","2010","500500","Yarn spun from silk waste, not retail","Import","245","10","Weight in kilograms","10"
"Antigua and Barbuda","2010","500710","Woven fabric of noil silk","Import","408","19","Weight in kilograms","19"
"Antigua and Barbuda","2010","500720","Woven fabric >85% silk (except noil silk)","Import","9328","325","Weight in kilograms","325"
"Antigua and Barbuda","2010","500790","Woven fabric of silk, nes","Import","403","100","Weight in kilograms","100"
"Antigua and Barbuda","2009","500400","Silk yarn (except from waste) not retail","Import","12","4","Weight in kilograms","4"
"Antigua and Barbuda","2009","500710","Woven fabric of noil silk","Import","698","48","Weight in kilograms","48"
"Antigua and Barbuda","2009","500790","Woven fabric of silk, nes","Import","534","83","Weight in kilograms","83"
"Antigua and Barbuda","2007","500600","Silk yarn retail, silk worm gut","Import","69","5","Weight in kilograms","5"
"Antigua and Barbuda","2007","500720","Woven fabric >85% silk (except noil silk)","Import","83","1","Weight in kilograms","1"
"Antigua and Barbuda","2007","500790","Woven fabric of silk, nes","Import","5868","408","Weight in kilograms","408"
"Antigua and Barbuda","2006","500790","Woven fabric of silk, nes","Import","2154","70","Weight in kilograms","70"
"Antigua and Barbuda","2005","500720","Woven fabric >85% silk (except noil silk)","Import","408","3","Weight in kilograms","3"
"Antigua and Barbuda","2005","500790","Woven fabric of silk, nes","Import","367","9","Weight in kilograms","9"
"Antigua and Barbuda","2000","500310","Silk waste, not carded or combed","Import","59","20","Weight in kilograms","20"
"Antigua and Barbuda","2000","500500","Yarn spun from silk waste, not retail","Import","271","35","Weight in kilograms","35"
"Antigua and Barbuda","2000","500710","Woven fabric of noil silk","Export","22","6","Weight in kilograms","6"
"Antigua and Barbuda","2000","500710","Woven fabric of noil silk","Re-Export","22","6","Weight in kilograms","6"
"Antigua and Barbuda","2000","500720","Woven fabric >85% silk (except noil silk)","Import","496","145","Weight in kilograms","145"
"Antigua and Barbuda","2000","500790","Woven fabric of silk, nes","Import","973","200","Weight in kilograms","200"
"Antigua and Barbuda","1999","500790","Woven fabric of silk, nes","Import","295","51","Weight in kilograms","51"
"Argentina","2013","500200","Raw silk (not thrown)","Import","3902","200","Weight in kilograms","200"
"Argentina","2013","500500","Yarn spun from silk waste, not retail","Import","9302","93","Weight in kilograms","93"
"Argentina","2013","500600","Silk yarn retail, silk worm gut","Import","3555","95","Weight in kilograms","95"
"Argentina","2013","500600","Silk yarn retail, silk worm gut","Export","52165","1486","Weight in kilograms","1486"
"Argentina","2013","500710","Woven fabric of noil silk","Import","900","2","Weight in kilograms","2"
"Argentina","2013","500720","Woven fabric >85% silk (except noil silk)","Import","2190064","41198","Weight in kilograms","41198"
"Argentina","2013","500720","Woven fabric >85% silk (except noil silk)","Export","3469","47","Weight in kilograms","47"
"Argentina","2013","500790","Woven fabric of silk, nes","Import","36178","417","Weight in kilograms","417"
"Argentina","2012","500100","Silk-worm cocoons suitable for reeling","Import","1821","200","Weight in kilograms","200"
"Argentina","2012","500200","Raw silk (not thrown)","Import","46552","4250","Weight in kilograms","4250"
"Argentina","2012","500600","Silk yarn retail, silk worm gut","Import","11104","223","Weight in kilograms","223"
"Argentina","2012","500600","Silk yarn retail, silk worm gut","Export","40473","1170","Weight in kilograms","1170"
"Argentina","2012","500710","Woven fabric of noil silk","Export","13146","57","Weight in kilograms","57"
"Argentina","2012","500720","Woven fabric >85% silk (except noil silk)","Import","2652200","45359","Weight in kilograms","45359"
"Argentina","2012","500720","Woven fabric >85% silk (except noil silk)","Export","141785","678","Weight in kilograms","678"
