year,CTY_CODE,COUNTRY,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1010,Greenland,3.4,1.8,2.3,1,1.8,1.4,1.8,2.3,3.6,2.6,4.4,2.4,28.8,0,0,0.1,0,0.3,0.4,2.9,0.6,0.1,0.2,0.1,0,4.7
2002,1010,Greenland,1.8,2.6,2.3,1.6,1.1,0.8,2.1,2.3,1.3,0.8,3.6,2.2,22.5,0,0,0.1,0,0.1,0.3,0.2,0.1,1.1,1,0.2,0.9,4
2003,1010,Greenland,2.486787,1.224879,1.077173,0.221355,0.752537,0.534364,1.156659,1.353822,1.135984,1.063784,1.387351,1.402078,13.796773,0.219594,0.071243,0.663758,0.066728,0.389853,0.176662,0.170394,0.171622,0.723553,0.098197,0.192904,0.053907,2.998415
2004,1010,Greenland,0.814792,1.011666,2.891191,0.07627,1.217564,0.950605,0.578818,3.059857,1.035668,0.950943,1.787863,0.215661,14.590898,0.277646,0.036295,0.799213,0.225364,0.17669,0.269425,0.312724,0.271667,0.460972,0.303003,0.27513,0.191574,3.599703
2001,1220,Canada,20441.9,18263.4,19975.8,18732.9,19602.9,18914.8,15792.5,18001,16698.1,17542.4,17170.2,15132,216267.9,13666.6,13356.8,15523.7,14403.2,15107.8,15050.6,11700.2,13764.2,12423,13894.7,13214,11319.3,163424.1
2002,1220,Canada,16335.1,16179.5,17481.1,18185.8,18793.5,17436.2,15910.8,17943.3,17861.5,19044.1,17684.9,16231.9,209087.7,12061.5,12368.2,13954,14113.5,14586.2,14213.7,11607.2,13913.1,13333.9,14702.4,13908.3,12160.7,160922.7
2003,1220,Canada,17735.23511,17183.4588,19822.52858,18454.36508,18667.88285,18574.26077,17079.352,17584.30125,19360.81043,20137.74391,18640.4937,18354.21782,221594.6503,12889.73417,13292.56375,15359.58988,14646.3945,15208.01906,15003.16946,12029.50609,12989.70612,14518.12431,15554.62723,14598.22213,13834.01508,169923.6717
2004,1220,Canada,18925.75297,19356.61631,22483.16417,21498.63366,21250.07396,23250.82464,19776.52022,22018.28397,21688.07369,22410.85857,22875.48467,20825.54911,256359.8359,13315.84789,14398.63964,17227.01176,16026.97355,16311.38999,16433.05455,13863.82094,16069.49161,16633.09908,16969.40505,16675.50255,15955.62972,189879.8663
2001,1610,St Pierre and Miquelon,0.3,0.3,0.5,0.3,0,0.1,0.3,0,0.3,0.3,0.3,0.7,3.4,0,0,0,0.4,0.1,0.1,0,0,0,0,0,0,0.6
2002,1610,St Pierre and Miquelon,0.6,0.8,0.3,0.2,0.1,0,0,0.2,0.2,0.2,0.3,0.7,3.6,0,0.3,0,0.1,0.1,0,0.1,0,0,0,0.1,0,0.7
2003,1610,St Pierre and Miquelon,0.461093,0.567935,0.567047,0.120988,0.000383,0,0.086911,0.074675,0,0.483602,0.001557,0.282985,2.647176,0.001385,0,0,0.022499,0.018142,0.001636,0.01708,0.006469,0.000554,0.006693,0.009286,0.0008,0.084544
2004,1610,St Pierre and Miquelon,0.010451,0.03099,0.083219,0.088333,0.234406,0.478486,0.251532,0.098728,0.063511,0.033862,0.082009,0.000264,1.455791,0,0.006,0.003216,0.000297,0.025048,0.501712,0,0.094095,0.008384,0.003865,0.000323,0.009167,0.652107
2001,2010,Mexico,10706,10297,12045.2,10480.8,11430.8,11437.5,10578.2,11564.7,10687.4,11908.5,10873.1,9328.7,131337.9,8648,8768.1,9272.2,8198.4,8649.4,8404.7,7675.2,9023.4,7700.4,9273.4,8346,7337.3,101296.5
2002,2010,Mexico,9981.9,10022.5,11054.8,11471.3,11928.5,11311.3,11292.7,11854,11409.2,12657.9,11483.8,10148.1,134616,7734,7249.8,7624.1,8257.5,8530.3,8087.9,7962.9,8559.4,8282.8,9220.8,8606.4,7354.2,97470.1
2003,2010,Mexico,10830.47187,10957.74635,11782.87358,11154.76735,11494.69517,11419.77025,11124.66027,11402.97121,11816.92578,12965.72172,11692.45408,11416.93304,138059.9907,7780.125509,7092.816796,7804.89911,7815.550301,8082.311874,8011.631939,7904.262307,7941.380261,8533.646342,9519.700336,8621.338834,8304.129738,97411.79335
2004,2010,Mexico,11200.69738,11709.18403,13593.84026,12575.91996,13049.68255,13849.9574,12213.05519,13278.74049,13520.8592,14475.08571,13908.86172,12525.637,155901.5209,8083.980602,8073.430804,9712.127218,9341.879476,9216.334992,9171.667476,8744.412244,9493.692831,9616.555216,10076.31934,9977.176542,9223.708134,110731.2849
2001,2050,Guatemala,228.7,202.8,255.6,209.3,229,228.6,239.8,234.5,180.2,197.8,194.1,188.2,2588.6,156.6,159.5,169.9,165.4,147.5,148.7,134.3,150.2,140.8,163.3,185.9,147.6,1869.7
2002,2050,Guatemala,216.5,195.7,224.2,255.2,237.4,206.1,253.7,263.7,239.5,246.2,218,240.2,2796.4,153.7,150.1,179.9,155,171.4,178.2,170,168.4,149.9,191.2,203.6,173,2044.4
2003,2050,Guatemala,246.888788,238.146078,261.59989,263.486892,248.060515,233.130127,267.941752,258.875735,248.365938,220.662864,202.495844,257.127784,2946.782207,215.184805,193.476996,241.355224,172.303733,188.534066,170.258811,190.288039,162.157706,171.550506,180.467575,201.281607,176.535779,2263.394847
2004,2050,Guatemala,217.039948,223.636037,308.638226,255.455361,242.786521,286.880886,299.623326,275.657549,254.354429,251.06641,259.03031,279.8095,3153.978503,172.224517,192.111929,217.998003,205.856685,202.654684,184.762721,214.328757,213.22848,186.414586,236.207608,255.898214,269.618501,2551.304685
2001,2080,Belize,4.1,14.5,11.5,6.5,10.7,5.9,16.9,8.6,3.9,4.8,5.1,5,97.5,15.8,14.7,17.3,13.6,13.6,10.9,13.7,17.9,13.4,15.3,15,12.1,173.3
2002,2080,Belize,4.3,5.8,9.9,9.9,8.2,4.9,5.8,7.3,5.9,5.8,3.9,5.9,77.6,10.4,12.9,12.2,11,11.6,9.5,8.2,9.3,6.6,11.8,19.7,14.3,137.5
2003,2080,Belize,5.352117,9.392373,12.201235,6.471015,5.343217,8.126762,11.872437,11.302368,10.347498,8.890553,6.00519,6.13785,101.442615,21.105171,14.676632,23.82945,14.430303,27.07754,16.354594,16.650162,18.661787,13.339242,11.812337,11.758959,9.112296,198.808473
2004,2080,Belize,5.554294,8.280676,11.094504,7.869227,7.549831,7.097608,8.931793,10.406914,8.378973,8.463946,9.746014,13.646342,107.020122,9.463011,9.898862,14.00406,13.426224,14.86325,9.790194,13.066398,11.258134,13.068074,11.846993,12.602941,18.543895,151.832036
2001,2110,El Salvador,121.4,148.9,180.9,138.9,153,160.4,171,164.9,163.5,171.3,145.9,160.2,1880.3,140.1,146.1,161.2,150.6,144.3,140.8,127.5,141.8,139.7,145,151.8,170.5,1759.4
2002,2110,El Salvador,146.1,143.3,156.6,132,206.8,155.5,187.5,167.4,177.4,186.9,151.4,171.4,1982.3,121,120.6,144.8,130.8,143.3,145.2,133.3,145.1,134.9,151.7,155.2,138.2,1664.1
2003,2110,El Salvador,148.363986,153.365969,189.049006,159.577569,162.498405,154.241232,187.623224,164.989673,184.303617,186.464016,144.128665,185.226929,2019.832291,138.378245,152.432712,182.884458,161.464597,165.076932,137.328551,134.415822,159.146565,141.787748,139.621211,169.36652,139.013336,1820.916697
2004,2110,El Salvador,138.917541,155.837311,179.581182,149.646418,155.227664,187.305552,205.731836,170.270824,186.24277,173.150208,174.713229,175.622604,2052.247139,134.91763,158.610829,172.702397,177.707206,183.970962,165.701325,144.261028,146.884756,132.177485,163.576586,146.794867,140.397377,1867.702448
2001,2150,Honduras,206.7,266.4,300.9,248.8,280.7,261.8,280.5,261.3,239.3,267.8,266.9,245.4,3126.5,205.6,206.3,238.3,197,206.7,207.4,179.6,209.6,200.4,195.3,181,188.6,2415.8
2002,2150,Honduras,194.6,249.1,263.7,242.3,276,266.6,313.2,293.8,285.2,305.9,271.2,299.7,3261.3,191.9,191.7,205.8,201.8,224.1,217,195.7,226.5,215.4,231.7,258.3,211.2,2571.1
2003,2150,Honduras,215.308085,262.972936,304.243123,264.309859,284.121604,277.757886,300.046064,270.720449,279.977917,297.697711,252.94766,302.579575,3312.682869,228.908573,233.290169,250.655477,236.828946,229.232271,236.450649,221.057192,246.759865,221.685992,248.79461,244.430279,228.148819,2826.242842
2004,2150,Honduras,211.741161,281.232397,340.100185,269.948855,305.865811,334.385535,327.136358,329.946267,289.035112,304.693275,323.858902,322.0453,3639.989158,228.849382,234.329166,272.531023,263.401127,262.890505,232.028541,247.647309,254.696506,258.812213,294.111593,269.355112,259.769767,3078.422244
2001,2190,Nicaragua,51.9,49.6,57.9,42.5,54.2,50.3,55.5,61.1,51.5,49.9,41.7,37.7,603.8,41.5,32.9,42.8,43,34.1,41,32.3,45.1,29.4,33.7,30.8,36.4,443
2002,2190,Nicaragua,49.8,53.7,67,51.1,52.5,49,60.1,62.5,61.1,59.8,55.9,57,679.5,24,38.2,37.8,30.9,35.5,38.4,34.4,42.9,31.5,35.7,46.7,41,437
2003,2190,Nicaragua,60.251651,56.969858,73.110772,65.35913,57.769136,59.204208,68.151053,66.158357,62.761654,67.278805,59.870904,72.836911,769.722439,36.69659,40.259914,48.282136,42.913574,35.984505,33.069421,41.305203,39.636651,42.130037,54.523424,50.189876,36.663755,501.655086
2004,2190,Nicaragua,61.760641,75.850968,85.102945,67.953672,67.310252,85.742175,85.330614,103.459465,90.325021,91.191442,91.704933,84.602045,990.334173,36.472092,40.627519,61.07428,47.803385,56.656048,52.157758,42.415931,54.818651,47.388896,45.319349,50.367788,57.329014,592.430711
2001,2230,Costa Rica,205.5,229.5,258.5,228.3,261.3,268.3,241.6,244.1,241.3,235.6,250.3,221.9,2886.2,207.2,182.9,236.4,213.8,204.3,209.5,205,210.4,175,218.6,229.6,209.6,2502.3
2002,2230,Costa Rica,188.1,232.4,257.2,250.5,275.9,276.7,282.4,275,282,283.9,278.3,259.5,3141.9,201.1,215.8,265.1,244.6,262.7,268.5,270.3,337.9,256.8,244.5,268.2,281,3116.5
2003,2230,Costa Rica,253.733186,286.043059,307.536134,276.251537,301.980698,299.158263,304.67316,257.766893,271.845813,278.266387,263.546838,263.440335,3364.242303,357.943662,307.194539,330.659636,276.671146,253.459916,250.999536,267.492768,270.605298,291.759065,273.982694,259.202679,273.570853,3413.541792
2004,2230,Costa Rica,213.829058,287.539115,329.429762,279.449593,296.159173,314.573976,271.073269,267.560235,268.359567,285.650121,265.536853,254.115522,3333.276244,281.544814,296.946957,338.324904,296.756606,293.35252,280.208358,289.32681,266.393348,237.276313,257.550423,242.635407,225.542488,3305.858948
2001,2250,Panama,25.8,15.9,19,22.9,36.4,28.2,29,23,16.6,25.5,30.9,17.5,290.7,106.1,110.1,122.7,115.4,111.7,96.3,120,102.3,103.4,113.7,118.1,110.7,1330.5
2002,2250,Panama,21.3,25.5,22.8,26.2,25.4,28.1,35.5,26.7,22.7,24.7,19.8,23.8,302.5,85.2,75.1,101.4,94.6,103,141.4,136.3,101,105.5,148,177.5,137.6,1406.6
2003,2250,Panama,22.795295,19.430368,20.40199,22.982538,24.239385,22.281553,27.731478,40.377199,26.952451,25.597448,20.70139,27.937183,301.428278,144.890907,96.796914,132.169404,138.027598,163.165453,162.211086,119.037146,141.452809,182.353192,238.775895,185.98322,143.870969,1848.734593
2004,2250,Panama,37.7729,32.38276,23.360765,23.282511,25.296466,24.567418,23.718844,25.561686,21.837152,27.206497,22.251184,28.61761,315.855793,102.982903,124.345064,147.515385,164.364434,167.699975,191.202852,150.583351,98.050697,125.255466,219.5151,131.728102,149.22679,1772.470119
2001,2320,Bermuda,0.8,0.8,1.5,12.2,2.2,5.3,32,1.4,4.5,2,2.1,0.9,65.7,27,65.3,34.4,27.9,28.3,30.7,28.9,27.9,23.2,27.9,26.1,23.4,371
2002,2320,Bermuda,0.7,1.1,2.1,1.4,1.3,1.2,5.8,1.5,1.2,2.2,1.4,3,22.9,20.9,20.8,28,29,34.5,33.9,27,63.8,28.9,30.9,75.3,22,415
2003,2320,Bermuda,0.84752,1.073643,1.942056,1.084522,1.695165,0.642157,1.085673,2.255779,1.843879,1.533339,0.702802,0.538268,15.244803,25.71213,27.296169,30.559098,28.868545,30.056109,33.470157,27.80848,30.751552,24.702237,28.236643,40.282047,73.409308,401.152475
2004,2320,Bermuda,0.780348,0.569293,0.803196,0.707783,1.114737,1.006737,1.606466,1.420315,0.921288,2.449843,11.357263,2.290905,25.028174,70.004585,25.028867,64.952341,35.177835,34.934531,33.59594,36.742713,33.783627,23.450496,46.451928,31.408518,25.721481,461.252862
2001,2360,Bahamas,24.6,25.5,15.4,31.8,13.7,25.2,13.5,35.4,23.5,35.3,31.6,38.4,313.9,89.1,74.1,83.1,79.2,75.7,89.6,93.5,122.5,65.4,70.2,106.4,77.5,1026.3
2002,2360,Bahamas,33.6,25.4,28.8,23.4,23,29.1,48.4,49.4,54.2,54.4,28.1,51.9,449.7,59.1,60.4,82.8,89.2,81.5,79.8,87,67.9,90.9,92.3,91.4,93,975.3
2003,2360,Bahamas,34.292117,38.723447,57.454675,43.280452,41.525536,28.923776,46.56176,42.346914,27.1759,47.543211,24.300727,47.176696,479.305211,92.644155,75.203528,118.47805,100.961385,88.340155,88.959583,84.28108,69.726186,88.794683,88.504816,94.608989,84.191087,1074.693697
2004,2360,Bahamas,44.358419,48.886559,58.419905,48.134104,56.512507,60.884734,60.993288,59.624184,19.147973,46.996686,79.127126,54.602006,637.687491,74.897467,76.356356,103.531137,94.238584,87.861217,101.806742,108.598294,115.996008,84.811909,105.583834,106.209081,125.86078,1185.751409
2001,2390,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0.1,0.8,0.1,0,0.3,0.3,0.2,0.1,0.1,4.8,7.2
2002,2390,Cuba,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,10,14.1,8.1,17.7,6.5,18.1,8.6,11.4,16.3,5,21.5,8.6,145.9
2003,2390,Cuba,0.027547,0,0.056012,0.124204,0.008476,0.019452,0,0,0.01145,0.0256,0.02104,0.007922,0.301703,15.261021,14.065347,18.237838,20.905184,22.038211,13.35261,23.211709,13.101249,22.579475,24.991817,37.072794,34.309808,259.127063
2004,2390,Cuba,0,0.033329,0.004,0,0,0.002562,0,0,0,0,0,0,0.039891,34.930076,24.57047,62.463298,56.273931,33.940488,40.667567,31.306613,27.648283,10.602872,20.01307,29.337974,32.3863,404.140942
2001,2410,Jamaica,29.3,35.3,36.1,44.8,33.3,44.4,37.7,36.3,42.2,40.4,43.6,37.1,460.5,114.8,107.7,130.6,107.3,114.4,111.9,141.5,121,94.9,133.5,118.6,109.3,1405.5
2002,2410,Jamaica,28.6,33.1,40.5,30,31.4,27.9,29.2,33.3,36.7,31.3,35.4,39,396.4,95.1,93.2,120.6,102.3,115.4,104.2,126.7,137.5,131.4,121.7,134.8,137.2,1420.1
2003,2410,Jamaica,38.177604,33.257723,39.118657,37.368146,33.090775,29.420278,43.514573,28.78052,35.07121,37.390531,32.022004,35.53678,422.748801,139.821777,110.935695,113.791469,114.821387,121.279202,135.61477,109.945413,114.229206,102.859942,160.115316,118.934944,127.195492,1469.544613
2004,2410,Jamaica,23.080214,22.437595,26.106017,22.838713,26.185569,34.710678,28.828207,27.310092,25.45932,31.043135,23.465439,28.272151,319.73713,102.479413,106.441888,121.355719,110.428133,98.099455,110.404855,128.414855,128.970708,88.21096,159.517737,140.859829,135.596231,1430.779783
2001,2430,Turks and Caicos Islands,0.4,0.5,0.4,0.5,0.5,0.2,0.2,0.8,0.5,0.4,3.2,0.3,7.9,6.8,6,6.4,6.6,6.8,7.3,6.3,8.6,6,5.9,5.3,5.1,77.1
2002,2430,Turks and Caicos Islands,0.6,0.5,0.3,0.4,0.4,0.3,0.3,0.5,0.6,0.2,0.7,0.4,5.2,4.1,4.3,3.6,4,4.6,4.2,3.4,5.5,4.6,4.1,5.3,6,53.7
2003,2430,Turks and Caicos Islands,0.210662,0.497412,0.600113,0.303515,0.761881,0.654483,0.31623,1.105282,0.519242,0.403613,0.484541,0.233143,6.090117,5.874327,5.295502,5.034129,5.987367,7.263821,6.901983,5.82536,5.782388,4.941323,4.171003,5.827619,8.98692,71.891742
2004,2430,Turks and Caicos Islands,0.382743,0.414141,0.618702,0.405185,0.492708,0.545444,0.641076,0.527622,0.826391,0.220852,1.361933,0.838563,7.27536,10.413145,7.309376,7.458499,8.878604,9.25184,8.782061,16.424133,15.733342,10.856345,13.056593,15.069049,14.190511,137.423498
2001,2440,Cayman Islands,0.1,0.1,0.4,0.1,0.4,0.2,0.4,0.8,2.9,0.3,0.5,0.6,6.8,25.9,22.7,30.6,23.2,17.3,19.5,21.6,20.8,16.6,21.1,22.6,19.9,261.8
2002,2440,Cayman Islands,0.4,0.2,1.1,0.3,1.3,1,1.3,0.3,0.4,0.8,0.8,0.9,8.8,16.3,16.8,20.1,18.1,19.2,18.6,18.9,20.4,19.1,20.9,22.2,21,231.6
2003,2440,Cayman Islands,1.101886,1.886976,0.206401,1.20212,0.185017,0.212436,0.575823,0.424655,0.418406,3.893241,1.081859,0.588228,11.777048,25.438648,20.681681,24.315267,23.332328,23.675877,21.675713,21.547517,22.894332,32.079603,29.416856,31.833052,32.292982,309.183856
2004,2440,Cayman Islands,0.619935,0.322286,0.627442,0.559744,0.414815,0.925378,1.500913,3.704236,0.288047,2.392609,0.405697,1.369983,13.131085,27.215714,25.750796,29.492959,26.120246,29.093857,30.577852,27.652651,27.889448,26.335123,40.053342,53.175951,56.571082,399.929021
2001,3010,Colombia,615.9,482.2,460.5,483.9,500.2,474.5,469.6,514.7,518.2,434.3,391.9,364.4,5710.3,335.9,286.3,327.4,319.7,296.9,310.9,294.5,319.3,241.5,303,266.4,281.4,3583.2
2002,3010,Colombia,413.8,372.6,461,440.9,441,390.3,501,476.8,494.7,594.9,505.1,512.3,5604.4,271.3,259.7,316.6,314.3,315.2,270,288.8,268.2,355.6,309.5,295.3,317.8,3582.3
2003,3010,Colombia,526.302499,551.286051,540.09537,558.135498,464.945301,533.202766,623.133058,545.306418,521.719307,553.882386,504.647795,462.409174,6385.065623,312.88759,294.898166,310.921166,279.944642,293.272071,300.174093,317.72641,307.813198,338.621891,338.057929,313.730607,347.761247,3755.80901
2004,3010,Colombia,600.670076,502.000764,532.633236,515.800774,586.209146,631.862335,588.464179,664.393074,649.498995,692.939229,620.141426,671.4984,7256.111634,360.745917,345.306886,388.087985,364.036681,374.993601,336.688942,352.3572,351.036665,363.746876,413.696279,396.840795,457.456739,4504.994566
2005,3010,Colombia,630.758695,584.623068,710.344421,714.79257,671.371952,775.897798,619.23391,922.277902,773.091143,684.488449,941.040469,821.459671,8849.380048,416.766183,415.590684,485.500341,470.055049,468.801327,469.8172,420.936252,450.658568,419.098435,455.784472,467.849514,521.499139,5462.357164
2006,3010,Colombia,778.214229,710.335084,809.353412,796.413796,889.632649,846.12126,958.977769,743.767233,817.081355,758.232646,596.379579,561.174804,9265.683816,460.557714,461.598336,549.715696,491.971098,561.600159,557.937032,510.368083,589.50287,609.480224,631.550628,622.431796,661.890336,6708.603972
2007,3010,Colombia,736.297482,652.017947,642.6338,594.773803,706.413149,732.028235,924.466081,939.218317,830.557385,855.346533,864.974445,954.862203,9433.58938,603.23023,621.58651,689.20179,603.014858,652.043289,703.387571,696.764817,807.946611,756.048782,809.009596,809.337913,806.10513,8557.677097
2008,3010,Colombia,1065.543563,989.291625,912.452197,1170.921009,1345.745832,1096.126334,1334.052819,1421.397362,1074.675774,1029.834911,854.900139,798.262937,13093.2045,855.41499,947.55962,1082.635942,973.161701,905.450056,906.653291,1058.196817,1187.043791,932.783691,1000.86912,784.535848,802.965597,11437.27046
2009,3010,Colombia,690.138717,698.618827,793.478688,966.131205,795.443618,1013.130378,1077.55308,1011.082842,1102.867493,1061.338616,942.988396,1170.345515,11323.11738,709.059429,739.12666,820.914199,663.700451,675.369031,715.056953,752.557368,755.621237,840.958071,958.272964,858.356104,962.466944,9451.459411
2010,3010,Colombia,1061.325184,1172.037764,1101.708013,1397.254633,1195.590589,1367.278763,1412.406862,1379.472179,1263.960522,1262.855331,1631.420049,1413.987947,15659.29784,896.212478,1019.444362,1129.457168,1050.308069,906.041211,847.376416,1022.474645,983.186748,930.787353,1109.258831,1028.188672,1144.92933,12067.66528
2011,3010,Colombia,1629.098884,1178.369382,1979.777432,2132.416919,2294.853714,1460.310094,1772.970523,2030.157626,2025.725023,2281.102105,2138.59684,2190.817936,23114.19648,1073.821817,1124.072013,1306.539947,1227.80763,1065.965197,1182.492946,1124.176696,1250.356595,1174.418566,1182.752495,1365.666449,1242.999052,14321.0694
2012,3010,Colombia,2015.63365,2047.136602,2334.310624,2165.286949,2348.278034,1933.534628,1798.728573,2120.651265,2065.734944,1988.696075,1935.653515,1866.153395,24619.79825,1182.80307,1100.851221,1424.059296,1303.900777,1361.356173,1269.395814,1211.799202,1387.27739,1672.111736,1399.635569,1475.282465,1566.407428,16354.88014
2013,3010,Colombia,1952.194288,1661.295934,1902.53814,1872.515593,2053.871065,1926.210166,0,0,0,0,0,0,11368.62519,1594.890929,1367.673619,1561.142007,1470.769662,1511.887642,1406.838501,0,0,0,0,0,0,8913.20236
2001,3070,Venezuela,1678.3,1323.8,1475.3,1410.4,1338.7,1400.9,1328.9,1299.7,991.8,1160.2,964.5,877.9,15250.4,461.3,410.8,516.6,451,493.6,524,477.4,511,416.3,499.1,481,400.1,5642.2
2002,3070,Venezuela,916.3,752.8,1035.3,1056.5,1256.9,1196.5,1497.3,1581.7,1721.9,1654.4,1459.2,964.8,15093.6,374.2,379,365.4,320.1,677.3,272.4,303.9,328.9,400,373.9,469.9,164.7,4429.7
2003,3070,Venezuela,399.474686,690.051481,1458.043724,1648.368854,1581.005763,1533.034871,1539.299651,1706.333081,1620.009348,1648.220946,1539.357377,1772.894312,17136.09409,120.835379,187.492385,182.81759,178.763641,182.267924,218.36722,279.19928,288.420661,241.131151,307.474315,347.806927,296.39789,2830.974363
2004,3070,Venezuela,1764.850051,1705.65374,2058.040943,1956.179605,2116.826757,2186.84288,2021.926214,2322.53551,1929.013642,2519.062404,2274.941225,2064.690872,24920.56384,280.529606,290.858655,398.39866,389.019419,377.365425,392.796682,404.445841,413.761197,409.385594,485.983223,460.5563,464.31548,4767.416082
2005,3070,Venezuela,2518.095071,2154.531316,2851.616849,2654.889378,2840.803257,2964.452479,3217.567729,3056.120671,3317.386284,2797.517214,2624.858827,2980.29573,33978.13481,513.295917,472.920764,480.839376,495.25544,529.502432,500.073619,522.442088,571.219863,591.743565,566.989853,563.21952,613.395286,6420.897723
2006,3070,Venezuela,3140.60155,2888.031946,3202.616361,2884.150665,3474.491534,3072.516709,3796.452378,3542.930903,3063.250138,2800.006148,2541.666438,2727.09163,37133.8064,591.23791,632.697587,676.1047,723.839578,699.794408,750.107685,813.068995,738.111964,771.223509,932.177958,913.442494,760.53692,9002.343708
2007,3070,Venezuela,2463.278621,2237.819684,2787.367494,3129.716101,3428.72331,3041.237426,3208.377103,3518.759964,3454.075904,3934.945413,4306.922845,4398.405465,39909.62933,696.446659,678.592576,854.020806,820.797047,897.887217,1017.289658,907.412446,899.835076,858.419315,945.141965,883.661478,741.002583,10200.50683
2008,3070,Venezuela,4224.855639,3442.384927,3615.370698,3798.062843,4822.22626,5821.023781,6438.783124,5810.081373,4532.007417,4086.389219,2552.445819,2279.99728,51423.62838,820.741795,851.885798,832.25329,870.36862,943.96351,1168.243439,1093.802886,1201.956201,1095.709682,1402.548838,1236.476712,1092.090235,12610.04101
2009,3070,Venezuela,2001.015733,1793.536489,1890.254319,1745.404415,2149.632065,2499.641533,2898.385211,2559.124146,2776.947464,2516.93471,2432.919973,2795.237853,28059.03391,881.089867,744.071561,990.409195,778.108621,832.052835,712.452223,574.924134,675.193989,803.672478,841.470629,837.151518,644.859904,9315.456954
2010,3070,Venezuela,2222.112885,2707.945043,3094.826282,2655.027493,3070.203441,2534.947287,2619.316168,3100.445363,2835.922198,2432.395274,2691.442627,2742.803119,32707.38718,624.763222,647.632612,912.962318,887.39992,1007.484465,857.184622,832.669026,884.956365,943.563036,1202.002457,1106.452197,737.72567,10644.79591
2011,3070,Venezuela,3685.285991,2822.060683,3851.484013,3831.58801,4078.125682,4354.213033,3656.198158,4090.927652,3335.167214,3395.574644,2997.511284,3158.385715,43256.52208,814.735436,792.708185,851.745562,1087.571683,983.725276,1085.602075,1042.808552,1088.980778,1177.133774,1243.854647,1081.419036,1107.276925,12357.56193
2012,3070,Venezuela,3224.633651,3065.826907,4062.798798,3544.336243,2909.824139,2521.549755,2787.202535,3646.327647,3156.823041,3216.842762,3564.236441,3023.416372,38723.81829,1162.682153,1209.597717,1314.566673,1392.992134,1334.079355,1534.387859,1374.845592,1459.319861,1972.977188,1463.383794,1537.582882,1759.823444,17516.23865
2013,3070,Venezuela,3408.896297,2182.915755,2256.254823,2817.764275,2742.576018,2355.195728,0,0,0,0,0,0,15763.6029,1436.576726,1039.14592,980.005441,1298.620097,1230.392458,1115.245662,0,0,0,0,0,0,7099.986304
2001,3120,Guyana,12.1,10.1,10.7,13.3,10.8,12.5,9.3,13.7,7.6,14,12.9,13.4,140.4,9.8,10.4,12.4,11.6,12.4,11.3,16.7,12.2,11.2,10.5,14.1,8.7,141.3
2002,3120,Guyana,11.3,8.7,10,11.2,7.8,8.8,8.9,9.7,7.7,12.7,10.3,8.4,115.5,6.4,9.8,11,11.1,13,11.3,7.4,9.7,12.8,12.4,10.5,12.8,128.2
2003,3120,Guyana,10.168571,9.491011,10.647976,9.811054,11.778831,11.59813,11.458201,10.250412,8.074033,6.644352,9.109834,9.657757,118.690162,8.823131,7.421878,11.562113,8.472777,8.539209,7.337916,16.214268,9.444633,7.548559,9.416724,13.74825,8.618732,117.14819
2004,3120,Guyana,8.076382,9.690697,7.977402,11.975512,10.298405,13.097395,10.761451,10.636793,9.442622,10.755873,9.753756,9.932056,122.398344,9.352258,9.771571,11.799342,11.624533,10.034506,9.860141,12.81552,10.262204,9.263546,16.44769,12.044458,15.135449,138.411218
2005,3120,Guyana,8.814085,7.716602,9.673877,11.045102,11.55633,10.860751,12.417409,9.800913,8.414847,6.884048,10.490333,12.256964,119.931261,11.045807,12.892851,23.297948,16.923678,13.161549,13.024367,15.981923,9.356281,15.39833,15.521033,15.618103,14.482731,176.704601
2006,3120,Guyana,13.974754,7.213487,14.04636,14.295643,10.813228,8.685786,10.157786,9.752644,13.826618,7.318042,6.859081,8.353327,125.296756,12.0187,13.541765,18.819613,15.256605,14.003138,15.156529,13.327886,12.739505,12.433171,17.225592,16.732679,18.18513,179.440313
2007,3120,Guyana,6.860999,10.63573,8.178036,10.688743,10.99799,9.96098,10.081839,11.427954,9.430546,12.090211,10.865933,12.158008,123.376969,14.412425,18.672562,16.364366,14.298914,18.412255,15.187926,14.596513,18.938094,11.160316,15.746352,15.246671,14.843433,187.879827
2008,3120,Guyana,12.535806,10.601999,13.426257,14.124945,15.275188,13.870655,9.663455,10.410155,12.156613,12.974366,7.21948,13.570172,145.829091,22.4472,19.169499,17.07201,19.6366,43.816279,20.024548,19.834687,27.639566,23.362118,18.563637,30.993149,25.959382,288.518675
2009,3120,Guyana,9.85878,9.269594,9.139369,13.215718,13.765392,15.022681,15.423875,14.665277,14.614857,16.020136,22.904782,19.305009,173.20547,14.415315,21.97649,24.725994,20.619927,26.52376,26.514254,16.360353,17.992452,20.947748,27.223546,19.954014,23.113433,260.367286
