year,CTY_CODE,COUNTRY,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2007,4359,Slovakia,115.88441,115.407451,142.958164,120.365286,93.032781,96.273162,134.679726,113.383473,86.151563,175.84658,165.54282,145.275162,1504.800578,56.933354,79.948494,53.183019,55.44765,48.857823,18.210199,53.492535,47.616841,18.034336,31.419845,22.565048,17.542638,503.251782
2008,4359,Slovakia,111.633664,131.712499,104.065463,114.810695,117.382491,93.088098,145.436754,111.186064,108.25235,122.421736,78.62673,62.43562,1301.052164,23.384573,22.244958,49.259359,55.36285,37.115517,53.81215,26.485378,22.355767,26.758944,51.058199,78.173444,101.532147,547.543286
2009,4359,Slovakia,39.888918,38.691767,48.325201,64.87423,43.731015,38.747569,47.094412,50.649517,70.250601,61.757479,52.342727,71.436003,627.789439,16.35249,15.006834,17.820706,24.410365,23.563075,15.828987,10.672056,17.284394,16.215992,21.395114,9.948565,21.089874,209.588452
2010,4359,Slovakia,50.820856,70.067318,136.567785,82.823272,76.497484,72.60362,70.813536,73.950381,119.186364,112.706357,98.395308,108.715888,1073.148169,10.777423,14.679594,33.396079,13.111151,14.186531,13.589223,12.7109,28.751283,41.85675,19.77494,20.216407,32.801663,255.851944
2011,4359,Slovakia,91.219651,71.139526,128.968218,127.051492,153.169393,119.783887,142.141002,100.733539,126.04451,126.457825,111.969798,108.95948,1407.638321,24.902165,13.9605,31.898623,18.536179,30.506295,19.069185,33.042378,36.274466,22.589934,20.32131,22.451121,28.595814,302.14797
2012,4359,Slovakia,113.37184,80.278759,169.70068,156.712492,143.609445,128.004677,211.583494,175.444868,163.829258,183.793055,135.089836,118.206995,1779.625399,30.097591,25.184054,45.186968,28.401517,18.115661,31.587185,15.236599,34.940126,20.292312,40.259376,27.392512,18.838741,335.532642
2013,4359,Slovakia,118.154917,90.891083,142.836385,168.804906,166.131625,161.78508,0,0,0,0,0,0,848.603996,32.816753,17.902815,26.555227,26.503235,38.478867,19.380574,0,0,0,0,0,0,161.637471
2001,4370,Hungary,165.3,338.1,199,165.5,271.6,191.6,295.3,262.4,149.9,358.2,388.3,179.4,2964.6,50.7,66,57.4,56.7,65.8,61.6,46.4,54.7,52.9,70.5,55.4,47.5,685.6
2002,4370,Hungary,128.2,146.4,176.8,396.8,159.7,154.4,170.7,308.1,156.3,159.5,460,220.6,2637.5,62.2,57.3,62.9,64.4,49.1,63,48,54.9,59.5,63.1,51.5,52.1,688
2003,4370,Hungary,133.498785,283.590244,291.50174,249.794913,174.536955,277.024667,191.143165,199.253357,167.101429,305.598565,234.498295,193.11072,2700.652835,87.547907,90.404833,117.272525,50.394492,57.942948,59.391487,57.252221,48.418769,48.077641,112.106526,102.816064,101.637531,933.262944
2004,4370,Hungary,290.56869,296.346157,233.577595,201.522027,181.652693,182.589613,199.915925,200.040788,178.974507,182.629078,212.268003,212.522149,2572.607225,99.414649,224.885296,66.863138,149.22863,139.521885,55.712298,52.94365,50.563991,54.432281,93.97689,97.997538,57.022535,1142.562781
2005,4370,Hungary,198.365734,183.21143,207.451546,179.25679,217.481773,217.08026,198.149438,398.871497,205.33989,175.093226,211.45802,169.413374,2561.172978,56.038742,68.529295,120.291843,122.875122,87.257637,73.507599,80.512083,72.014998,77.358116,84.192831,92.076617,88.60333,1023.258213
2006,4370,Hungary,329.987965,178.006531,216.733752,187.293148,192.261297,194.652428,218.545135,211.020321,223.302389,235.358501,192.93922,204.225159,2584.325846,81.240458,84.757618,130.012722,106.055754,87.533201,88.867196,81.220368,86.922091,104.271193,111.781551,102.408201,122.570413,1187.640766
2007,4370,Hungary,198.176528,213.648925,256.411927,224.675757,218.663305,210.186756,229.403309,239.039097,206.169939,252.262542,241.947873,336.938563,2827.524521,104.578799,109.994894,129.676986,104.763422,102.571788,102.076341,107.421788,106.529309,103.333168,102.987758,102.718526,115.215131,1291.86791
2008,4370,Hungary,254.903701,268.558773,305.843599,286.273871,271.785409,282.457676,280.330804,194.352749,232.329661,266.701724,200.891953,258.330015,3102.759935,98.27373,117.151257,127.696397,117.152549,122.178742,128.836296,119.419825,138.621403,116.190206,115.347202,114.731282,115.354006,1430.952895
2009,4370,Hungary,151.857211,223.82218,157.601221,187.614156,232.09299,205.484051,176.154942,158.279264,193.22505,182.284041,168.986086,186.034307,2223.435499,103.119276,109.385972,112.902029,99.978767,92.748977,111.843518,116.692959,96.006327,94.940056,103.177421,88.197252,103.884209,1232.876763
2010,4370,Hungary,150.887492,170.4511,216.88628,193.227068,184.629515,213.724444,221.199191,216.759296,302.538163,209.351225,205.56406,205.968395,2491.186229,95.32775,92.015765,144.868464,103.935334,92.848859,92.14339,110.78628,109.360201,100.658711,117.358332,100.775625,130.314628,1290.393339
2011,4370,Hungary,262.431439,201.306658,252.057995,260.597436,227.36055,246.764686,224.691342,236.305224,266.371588,248.678795,250.146857,271.964367,2948.676937,100.465699,118.210786,142.731225,119.118449,146.478054,104.984006,124.797519,117.780858,131.471969,135.218698,106.533438,126.525146,1474.315847
2012,4370,Hungary,255.252837,227.719517,272.64374,244.178796,283.811352,304.619385,275.138633,267.728209,256.95599,285.490281,235.606549,292.307023,3201.452312,121.018769,131.943608,133.587303,117.981238,136.689128,131.505735,107.91333,128.77914,131.789925,153.225045,128.488366,143.118638,1566.040225
2013,4370,Hungary,273.264778,258.945302,287.173427,264.099958,306.322553,273.880287,0,0,0,0,0,0,1663.686305,120.776576,134.810109,155.891296,138.92109,128.606967,161.303966,0,0,0,0,0,0,840.310004
2001,4411,Liechtenstein,19,19.6,17.7,17.4,21,19.9,20.1,20.3,19.8,19.9,13.3,16.3,224.3,0.9,0.6,0.8,0.4,0.8,0.8,0.4,0.6,0.4,0.2,0.6,0.6,7.1
2002,4411,Liechtenstein,17.6,18.1,20.4,19.3,22.6,21,24.3,16.2,19.8,21.2,17,20.2,237.7,9.7,0.6,0.4,0.1,0.8,0.4,0.5,0.4,0.2,0.3,0.8,0.2,14.4
2003,4411,Liechtenstein,14.928929,18.716185,16.972918,22.829542,19.272282,18.399653,27.601148,22.0792,25.950413,26.822059,24.516191,23.766255,261.854775,0.345377,2.016067,0.168041,0.90401,0.400518,0.352024,0.921303,1.028674,5.660198,2.102484,0.840622,1.204184,15.943502
2004,4411,Liechtenstein,18.211747,22.48494,27.38219,25.503343,26.451568,18.80982,27.143758,22.634745,23.489458,22.901417,26.598181,24.771738,286.382905,0.707495,0.670864,0.704424,1.143555,0.849355,0.325168,0.586009,1.01302,0.95834,1.298739,1.166281,1.408507,10.831757
2005,4411,Liechtenstein,20.216941,21.217291,26.572664,27.751878,33.589407,22.48499,24.515822,25.234129,18.966771,21.09753,26.97822,27.080078,295.705721,0.571231,0.355302,0.580631,0.811235,7.119497,1.321026,0.891693,2.212029,1.8602,1.35911,1.188778,1.445768,19.7165
2006,4411,Liechtenstein,39.730293,22.138956,26.876696,27.228946,26.468709,26.090646,27.848364,28.196607,18.213779,20.189293,21.236099,40.090271,324.308659,1.256656,1.347744,2.000144,0.758585,1.433062,1.720041,1.261436,1.505876,1.114703,0.897747,0.955498,1.58351,15.835002
2007,4411,Liechtenstein,17.805199,21.796844,26.123738,23.205923,23.313731,28.161985,24.239202,23.827557,24.187492,28.222675,21.060482,22.303692,284.24852,1.178151,1.405032,1.526451,1.081728,1.974262,1.728823,1.672729,1.492759,0.746772,1.203244,1.189449,0.984024,16.183424
2008,4411,Liechtenstein,16.342423,24.005674,22.540061,24.021702,23.975677,22.583218,24.180072,17.518436,20.606671,17.198311,14.681507,17.276374,244.930126,2.644487,1.830074,3.063295,9.069925,2.478308,1.454372,1.218668,1.627294,2.55846,1.709484,0.691615,0.913027,29.259009
2009,4411,Liechtenstein,9.966551,12.776649,13.972675,11.662868,15.673163,16.22391,13.855255,14.800818,15.543599,16.052856,18.336173,20.733567,179.598084,2.32168,1.292412,1.545746,1.504287,1.636352,1.405802,1.461186,0.91141,5.096949,3.266802,1.813952,1.22639,23.482968
2010,4411,Liechtenstein,12.988968,16.005475,19.864177,17.902012,17.776862,18.346802,16.308363,19.515549,14.70349,19.827016,19.287536,20.079878,212.606128,1.064124,0.849935,2.8585,1.181868,1.366124,1.356852,1.508489,2.015259,1.382589,1.640189,2.678041,11.365445,29.267415
2011,4411,Liechtenstein,21.456782,17.299591,23.539248,19.023134,22.17231,23.846579,22.202711,20.855133,17.330223,22.85655,18.975893,20.90107,250.459224,1.950988,2.436042,1.99883,2.11971,1.833401,1.511856,1.482746,1.330389,1.852648,1.485871,1.92274,42.334162,62.259383
2012,4411,Liechtenstein,19.711376,19.630926,23.511913,59.675701,26.412918,21.99957,25.810996,20.603042,21.48989,24.100126,23.277892,24.008856,310.233206,1.203033,1.299999,1.779313,1.619652,3.054991,2.170159,1.246649,1.922505,1.704219,2.184409,2.000583,1.756442,21.941954
2013,4411,Liechtenstein,21.223832,22.106668,24.456024,23.313739,25.560139,24.86402,0,0,0,0,0,0,141.524422,1.878238,1.363006,1.702561,2.172185,2.744333,1.60931,0,0,0,0,0,0,11.469633
2001,4419,Switzerland,872.1,846.9,937.3,1082.9,846,784.8,753.8,681.1,624.3,827.8,764.5,648.1,9669.6,934.6,1132.4,1173.8,1011.1,1236.2,980.1,486.1,514.9,400.9,650.4,706.6,580.2,9807.3
2002,4419,Switzerland,595.5,614,791.1,856.9,810.1,841.9,869.5,722.7,745.6,906.3,845.2,783.3,9382.1,497.4,526.5,722.7,683.3,745.9,754,715.4,536.4,585.1,657.1,621.3,737.5,7782.6
2003,4419,Switzerland,754.892041,728.926045,934.23153,922.114584,1002.672352,823.163037,907.273026,710.66671,909.871931,1005.126132,1013.982568,972.333673,10685.25363,641.798999,579.819041,702.717564,659.822026,683.642154,1104.890819,659.655245,845.068645,651.841871,757.793629,713.572312,655.75314,8656.375445
2004,4419,Switzerland,788.044835,866.068496,1083.291728,1129.884725,885.728065,968.142646,1054.603999,869.678432,855.728851,1009.511925,1068.19588,1048.84988,11627.72946,620.680548,615.725908,755.271464,748.103096,723.192021,983.518366,713.635847,764.915594,728.035412,813.306261,932.011556,881.532502,9279.928575
2005,4419,Switzerland,983.198554,1055.089497,1117.693072,1214.640226,1104.234474,1110.909446,1025.62893,963.719453,1061.634112,1150.321666,1167.73147,1045.080184,12999.88108,915.251503,730.685203,1177.627823,722.423427,834.432548,983.061795,831.533206,867.354735,887.868298,876.810921,971.967272,918.511333,10717.52806
2006,4419,Switzerland,1035.437717,1030.030534,1197.207093,1091.804805,1212.92112,1217.287831,1143.663634,1116.001423,1081.093863,1641.699187,1338.44017,1124.275621,14229.863,837.903358,1167.019784,1452.526344,1005.914119,1033.846712,1373.109995,1011.118072,1161.476859,1138.533344,1319.223088,1318.428004,1555.943958,14375.04364
2007,4419,Switzerland,1092.894171,1119.506239,1212.274724,1204.529501,1269.265266,1140.79828,1281.381818,1252.983419,1112.379301,1397.772289,1379.104849,1297.316151,14760.20601,1070.023973,1110.782577,1107.552724,1770.260837,1776.341822,1896.681375,1426.128493,1623.918331,1421.26695,1340.475091,1101.943013,1393.886279,17039.26147
2008,4419,Switzerland,1308.070711,1321.093105,1303.341507,1540.587424,1500.273227,1517.524142,1678.767064,1485.995731,1569.676725,1665.938273,1444.092836,1446.525587,17781.88633,1387.592039,2168.11415,2799.740796,2379.525427,1792.391058,1580.097689,2216.514069,1370.076595,2053.002413,1459.091733,1412.564726,1404.935161,22023.64586
2009,4419,Switzerland,1196.089179,1142.465021,1280.166727,1261.579006,1241.771262,1184.645704,1348.628703,1231.359298,1198.087228,1595.281772,1711.445615,1661.404935,16052.92445,1499.636813,1326.527289,1758.007982,1163.170478,1910.473988,1339.700209,1464.48666,1440.003145,1312.562,1458.213812,1270.828692,1560.798801,17504.40987
2010,4419,Switzerland,1366.230086,1317.688657,1778.123589,1480.049544,1460.40345,1506.496115,1443.804853,1670.4,1516.190032,1910.963883,1814.85996,1871.548209,19136.75838,1677.540186,1190.727548,1931.741189,1457.474215,1731.746384,1697.230027,1574.07147,1952.559152,1408.046739,1910.507982,2069.771295,2102.433134,20703.84932
2011,4419,Switzerland,1590.759775,1719.55576,2099.609041,2362.038616,2274.647896,2017.210917,2004.317383,1913.800404,2078.534819,2061.789458,2127.373303,2112.770409,24362.40778,1663.812984,1529.897537,2462.175719,1918.563029,1790.609214,1923.09423,1780.470173,2447.661927,2197.708148,2038.084067,2126.627842,2490.27987,24368.98474
2012,4419,Switzerland,1958.937225,1982.931917,2899.172244,2069.703913,2239.979284,2002.457835,1995.636248,1725.777888,2034.118578,2217.411178,2423.920744,2122.677622,25672.72468,2613.287038,2167.84145,2879.341486,2078.583163,2091.735004,2821.605807,1815.370574,2031.312728,2073.030197,2152.646731,1822.604301,1842.995696,26390.35418
2013,4419,Switzerland,2235.340913,1871.803394,2447.542464,2442.527891,3249.098109,2371.796064,0,0,0,0,0,0,14618.10884,2049.319493,2100.271197,2527.049664,3874.110164,2150.75692,3012.158045,0,0,0,0,0,0,15713.66548
2001,4470,Estonia,37.1,20.4,32.8,9.1,21.1,26.8,26.6,19.1,9.6,18.3,7.2,12.9,241,3.4,4,7.1,4.6,4.5,4.2,3.2,5.8,5.1,5,7,3.8,57.7
2002,4470,Estonia,15.7,10.7,9.2,23.1,14.4,7,8.2,6.2,25.4,18.5,8,17.1,163.5,2.7,4.6,5,4.5,8.3,10,8.6,4.9,4.2,2.6,6.4,19.7,81.5
2003,4470,Estonia,9.21706,12.685564,17.061984,11.282926,9.514001,17.446381,13.295691,20.746633,14.035473,11.248308,24.113152,20.879044,181.526217,3.614947,4.297991,8.885279,9.494874,9.87492,7.088209,11.296844,10.693608,12.906167,11.674816,21.050395,9.68483,120.56288
2004,4470,Estonia,28.677822,20.03662,31.562524,49.468161,29.704013,29.707085,33.006844,41.538588,26.534043,19.962428,62.000762,20.904523,393.103413,9.100998,11.636394,22.23934,9.06744,13.024988,13.040474,8.09132,7.873991,10.490441,6.775169,12.450146,10.476597,134.267298
2005,4470,Estonia,20.273309,9.813694,25.838628,40.124945,43.419877,40.571004,111.082378,23.659814,66.789032,43.153169,36.819947,49.834152,511.379949,17.900591,9.634389,10.812931,21.869602,9.452601,7.503039,8.136161,17.136149,10.823794,13.777026,10.171015,8.208507,145.425805
2006,4470,Estonia,69.119937,40.778632,14.784681,50.002542,103.812684,12.802272,47.692525,86.657198,16.599651,40.473763,13.531083,29.996212,526.25118,9.399501,16.074939,12.594601,19.428388,21.042008,24.448394,7.606466,31.536836,19.315768,17.820374,17.71946,24.432667,221.419402
2007,4470,Estonia,37.026723,30.92492,9.481694,45.37092,36.241049,21.421864,10.756004,29.526246,35.994571,18.820475,9.983684,10.634853,296.183003,16.381542,11.757991,16.408227,17.395355,36.197257,17.654306,19.178789,28.491947,19.828129,27.670894,14.674816,16.639754,242.279007
2008,4470,Estonia,24.034974,15.713413,34.966619,57.346958,8.935282,65.433203,10.747244,81.258242,11.929046,32.373412,28.492168,20.852269,392.08283,13.148601,17.087369,21.886383,23.227519,20.795242,18.034661,21.973524,18.593005,18.584066,24.031216,15.408294,12.783371,225.553251
2009,4470,Estonia,26.412424,9.157661,8.139829,7.750906,7.791949,31.642337,14.468525,9.435497,11.717348,10.574617,10.206642,14.917029,162.214764,12.791465,14.064634,23.795526,11.193924,10.372502,10.355615,16.824579,9.348766,12.321049,11.924652,20.929728,35.552062,189.474502
2010,4470,Estonia,9.182447,18.907751,15.188903,21.466165,10.319017,14.102677,49.635254,93.187035,168.347776,88.786241,115.180101,93.207576,697.510943,11.140467,12.985689,16.080213,16.530493,12.621113,11.29619,16.954782,15.340191,21.379878,22.357492,15.864408,15.329512,187.880428
2011,4470,Estonia,117.448163,101.162205,104.163974,83.514846,151.48943,87.985483,83.048631,58.75054,41.574281,34.16995,45.546181,53.342995,962.196679,19.134831,19.002672,14.865094,51.975771,54.306411,23.03347,20.700491,25.187215,16.430338,22.208738,21.915601,20.626042,309.386674
2012,4470,Estonia,48.51013,48.894603,65.204907,37.091519,33.847722,39.671713,47.810499,28.17064,38.447198,38.490369,48.773592,31.621298,506.53419,22.085772,20.369155,20.335242,22.121813,19.831753,14.509317,20.6607,14.104769,23.569009,21.085561,18.367146,18.894353,235.93459
2013,4470,Estonia,38.640898,50.467586,37.363902,36.531906,32.030196,40.97242,0,0,0,0,0,0,236.006908,24.459466,18.187187,31.951853,22.062619,24.029197,23.512501,0,0,0,0,0,0,144.202823
2001,4490,Latvia,41.1,28.1,10.2,7.8,6.9,9.1,10.6,6,4.3,6.4,7.7,6.2,144.4,13.9,5.4,7.5,8.3,11.1,15.8,9.5,6.5,7.1,8.3,6.8,10.5,110.7
2002,4490,Latvia,4.4,9.5,8.1,32.3,10.6,14.2,16.5,11.7,10.6,7.4,25.8,45.8,196.9,6.1,8.5,5.8,5.1,6.3,5.8,7.5,4.4,8.7,10.2,12.9,9.7,91
2003,4490,Latvia,21.940691,85.364018,75.705065,10.258805,29.492377,18.263852,10.227602,5.937713,51.253096,28.072668,8.662661,32.2235,377.402048,6.224018,6.128658,5.140586,6.442005,9.036518,17.722865,9.863061,13.434022,12.463227,17.138856,13.415785,6.729875,123.739476
2004,4490,Latvia,54.64793,56.895305,67.127499,20.391972,6.698953,45.769529,44.273448,20.083212,15.386468,5.41316,18.666447,9.286091,364.640014,5.894541,11.571034,13.001025,11.961517,10.673069,10.126543,8.96924,10.452771,7.038254,10.587043,9.91394,10.912144,121.101121
2005,4490,Latvia,23.873138,20.047001,23.985278,11.687195,8.696734,15.570069,13.872615,32.440445,12.649359,26.045733,110.097168,63.194517,362.159252,10.543767,12.4207,12.900779,11.815629,16.592901,14.839703,20.932468,15.229198,12.901117,16.893795,14.736482,17.730546,177.537085
2006,4490,Latvia,114.933052,8.964095,12.76354,9.514927,62.663511,9.796661,22.38242,29.598778,6.503249,7.718701,7.40544,6.639017,298.883391,17.967783,14.837486,18.043804,20.2985,25.001029,19.589261,19.240652,20.211788,23.543241,22.267189,22.516107,21.951889,245.468729
2007,4490,Latvia,6.258115,21.76134,19.674591,10.406012,6.598235,73.977674,62.102315,46.883079,30.606458,16.686789,8.818911,30.250435,334.023954,32.171318,22.357273,21.808166,26.808979,31.145568,29.619157,37.094727,28.231515,31.276722,37.416184,25.006114,58.455717,381.39144
2008,4490,Latvia,11.00187,55.602025,9.859763,9.366855,10.102183,22.624189,10.728275,9.508677,42.606123,29.201789,12.131409,5.611083,228.344241,21.050125,26.658664,35.830916,29.781484,47.146514,29.691366,33.004244,38.024034,36.149276,37.690965,28.773709,30.166944,393.968241
2009,4490,Latvia,13.975969,16.285451,24.333162,8.043363,9.463493,10.885885,13.015569,9.71914,9.160958,9.206153,8.063779,9.39551,141.548432,19.889227,25.300567,19.061839,27.949684,19.930565,26.517954,18.432965,28.418613,29.855931,23.365872,23.774722,26.096289,288.594228
2010,4490,Latvia,20.009145,13.258911,11.069174,19.631349,10.086585,11.303657,11.028882,9.480056,13.921727,27.838486,23.686336,21.744043,193.058351,23.915372,22.102675,20.957389,28.799775,19.367286,30.744647,23.343348,37.68596,30.899822,43.467248,31.705256,31.963279,344.952057
2011,4490,Latvia,17.864615,43.978419,17.229405,57.810758,63.737036,26.640727,12.421732,24.941382,15.702008,27.399968,29.812172,25.10009,362.638312,52.881855,30.488608,53.401162,57.055092,43.157704,31.035287,41.294269,44.080379,36.602933,68.339389,57.464377,69.917233,585.718288
2012,4490,Latvia,22.840313,15.291548,18.013556,23.503055,16.918189,20.325074,19.587634,29.509788,20.973051,22.867546,17.48609,18.929327,246.245171,62.782057,39.384389,60.111223,34.94329,40.169202,40.951084,36.474495,36.601413,39.644626,39.457429,51.97253,32.401024,514.892762
2013,4490,Latvia,15.428617,36.705889,18.060718,26.715602,18.802862,24.688961,0,0,0,0,0,0,140.402649,26.439836,29.16901,35.492939,31.609025,31.087161,30.821326,0,0,0,0,0,0,184.619297
2001,4510,Lithuania,10.6,12.6,28.9,12.4,10.6,10.6,9.5,9.2,11.9,24,10.6,13.4,164.3,5.2,7.7,5.3,11.4,8.5,5.6,4.2,9,8.3,11.1,10.2,13.4,99.9
2002,4510,Lithuania,15.1,26,16.3,25.7,32.9,27.8,21.3,10.6,20.3,63.9,21.8,17.9,299.6,5.6,7.9,5.5,5.9,4,6,11.1,11.8,9.3,11,9.5,15.2,102.8
2003,4510,Lithuania,24.283372,59.079565,46.968738,22.3343,14.898565,16.670204,12.266447,27.256834,39.042113,25.078199,48.683048,10.349287,346.910672,6.306461,8.539625,12.378377,10.328056,14.380716,14.557308,15.997291,15.504656,13.288568,17.104753,19.413979,14.519533,162.319323
2004,4510,Lithuania,22.140661,42.050809,66.817866,41.563915,12.361523,67.136074,30.012456,17.737666,38.621497,45.377584,55.479464,42.668601,481.968116,17.33834,19.235848,24.066933,26.471085,29.07541,17.773364,26.043179,22.598111,23.681391,31.455497,25.929874,31.434795,295.103827
2005,4510,Lithuania,44.822896,86.047786,30.480431,48.961603,98.699222,35.981187,27.841699,11.745995,36.888816,104.297658,62.950029,45.194724,633.912046,30.246864,27.6668,30.274199,28.069429,39.788131,31.722151,30.008265,34.178974,28.39095,42.038599,36.580592,31.06287,390.027824
2006,4510,Lithuania,23.839832,98.569548,109.81945,30.385924,71.520322,23.288506,55.04402,61.385312,45.266735,31.741813,9.675124,9.572041,570.108627,29.681199,26.050866,35.571592,32.167632,72.913998,39.645688,48.041944,60.825954,53.725775,56.610571,55.918766,55.485856,566.639841
2007,4510,Lithuania,36.324022,34.044918,43.008539,41.64178,62.064757,42.363851,21.615247,41.962734,45.811397,19.169872,25.818202,41.829192,455.654511,55.337846,53.409543,57.909685,58.581478,63.39562,73.583815,54.627867,57.421677,55.332697,55.568938,78.765098,56.367784,720.302048
2008,4510,Lithuania,52.702,62.607431,136.605367,70.907585,78.05106,79.771239,36.344127,67.864568,30.334871,40.115717,57.596111,37.138871,750.038947,49.251825,57.968878,56.034396,78.312729,71.931182,64.612661,79.626148,87.365735,78.260734,82.703405,69.189575,56.002248,831.259516
2009,4510,Lithuania,40.391195,48.129872,37.903784,43.601928,28.436248,69.228135,28.75029,38.817632,25.34881,114.760125,80.321774,34.21642,589.906213,35.525902,50.053517,33.891251,22.264977,26.001668,25.605621,31.427141,29.075345,34.386617,39.851217,44.009839,26.445291,398.538386
2010,4510,Lithuania,34.137634,82.027555,66.792204,21.58037,60.638166,15.732122,26.351199,21.145739,76.549082,69.635744,57.709518,104.993501,637.292834,33.784986,45.987067,62.524693,57.949202,47.173431,38.729628,27.319449,44.618846,71.46172,58.969078,72.351003,67.251363,628.120466
2011,4510,Lithuania,93.020724,40.475605,119.192509,61.115982,154.755242,115.337737,17.661567,127.098543,59.587506,80.156619,96.724551,79.30318,1044.429765,82.335627,79.219303,132.419971,195.444047,123.409591,90.699902,47.798218,106.112509,69.070422,72.845413,71.697653,70.305459,1141.358115
2012,4510,Lithuania,74.583724,67.120736,143.922232,66.383951,56.717334,52.614097,116.635485,130.754581,86.669507,119.277012,119.863323,140.042687,1174.584669,44.569092,71.986217,71.968171,58.802853,56.504692,61.802395,55.569511,55.212865,62.352508,82.0414,71.594741,64.478481,756.882926
2013,4510,Lithuania,136.526032,33.524059,214.608049,134.71874,113.508158,120.047408,0,0,0,0,0,0,752.932446,56.466768,64.221433,80.972173,73.440603,66.012682,51.47926,0,0,0,0,0,0,392.592919
2001,4550,Poland,78.8,80,83.2,83.6,72,79.6,80,74.5,65.7,90.9,77.2,87.1,952.6,69.8,61.1,71.6,65.1,69.7,53,57.6,63.9,58.1,69.5,62.9,85.3,787.6
2002,4550,Poland,78.4,66.7,85.7,82.8,95.5,85.2,104.3,102,98.4,102,98.3,109.1,1108.4,50.9,59.6,73.7,56.9,58.2,53.5,51.9,53.2,54,59.4,50.1,64.8,686.2
2003,4550,Poland,101.373178,82.980621,110.885972,109.926149,111.734636,113.90841,112.232033,102.338994,114.041581,119.580555,118.372656,126.355724,1323.730509,56.454115,54.901723,67.457508,53.431925,58.398225,62.857336,60.458067,66.467247,60.970229,66.49501,70.700058,79.542301,758.133744
2004,4550,Poland,112.691396,117.836363,139.744082,150.430294,168.230085,164.200645,176.00496,155.151694,160.67302,154.657818,159.900747,161.963576,1821.48468,66.067899,63.826641,64.779715,86.420558,73.0332,75.207766,88.131261,92.604175,76.322315,76.490856,83.607506,82.75155,929.243442
2005,4550,Poland,162.942659,138.341874,165.311275,159.741927,173.925638,159.934705,172.425431,160.48109,157.95202,161.426519,168.25657,167.846542,1948.58625,87.082978,88.778687,98.747475,101.477295,122.342396,122.385468,88.909984,108.612938,104.892773,108.318188,117.885894,118.314309,1267.748385
2006,4550,Poland,201.285147,153.203,236.217886,195.220374,226.371798,184.293592,189.309495,176.800204,172.823961,169.26006,183.786133,164.009176,2252.580826,106.067708,115.340736,134.182886,119.504935,127.525613,127.724452,112.273932,133.645137,136.26223,188.489912,160.871683,498.861507,1960.750731
2007,4550,Poland,162.833691,154.649588,181.487279,189.539996,189.490045,193.370409,181.036737,186.988798,197.966304,215.64037,185.885177,187.123305,2226.011699,262.277227,152.836576,186.248492,318.562936,166.569646,192.96611,313.203925,360.271731,197.665586,178.784694,570.920205,223.121568,3123.428696
2008,4550,Poland,188.537756,180.062515,254.224671,218.278709,194.093642,262.915805,240.5384,217.292205,247.21233,198.777896,193.025177,191.937063,2586.896169,172.435488,614.565006,237.699887,285.177829,238.255929,436.188223,279.253888,460.59924,250.717752,462.212308,328.239032,365.261535,4130.606117
2009,4550,Poland,146.389741,148.291669,197.054432,189.431433,139.172883,172.957379,173.648372,154.229584,182.418151,182.186852,164.683453,187.59662,2038.060569,199.692413,187.318359,229.210421,145.529141,144.943178,193.345337,181.839036,163.039868,157.594751,219.534576,192.776401,286.69319,2301.516671
2010,4550,Poland,168.887128,201.527181,264.703579,238.142961,294.911175,233.4977,233.834612,272.55445,254.375015,246.333638,320.31765,234.655295,2963.740384,206.823041,228.709645,266.393778,239.447008,209.949699,254.254713,232.339229,236.678822,269.057803,293.834792,282.129868,263.306935,2982.925333
2011,4550,Poland,331.09595,283.80721,410.20582,335.251675,331.527673,343.633979,361.352778,365.630971,432.142845,353.665821,328.670857,501.585332,4378.570911,248.613875,221.005006,256.439985,259.419884,264.549704,267.269037,289.506103,235.73517,275.993947,301.410387,252.935611,264.268736,3137.147445
2012,4550,Poland,379.729553,384.136477,401.373588,410.764567,348.794715,374.909165,412.189594,389.469763,347.077027,405.659664,385.875423,381.384799,4621.364335,266.874038,263.04562,263.542743,262.957509,251.577021,246.832168,249.313048,232.252535,228.798576,329.659707,347.091474,402.131473,3344.075912
2013,4550,Poland,316.822389,346.657412,430.721066,409.776772,422.477561,393.013176,0,0,0,0,0,0,2319.468376,351.102264,270.721409,320.389441,268.035872,368.808295,504.920358,0,0,0,0,0,0,2083.977639
2003,4610,USSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,4621,Russia,695.1,505.9,1113.9,506.2,423.1,453,459.3,449.8,445.3,431.7,377.9,403.2,6264.4,198.3,156.9,223.5,332.9,272.6,212.5,259.3,185.5,196.4,208.6,262.7,207,2716.2
2002,4621,Russia,316.9,369.2,387.2,547.5,612.6,639.7,624.4,686.4,521.1,697.5,802.7,664.9,6870.1,185.5,229.9,195.9,197.1,151.3,194,248.4,222.5,142.1,254,207.5,168.7,2396.9
2003,4621,Russia,653.547468,715.085267,804.288171,567.082539,781.531469,851.648529,1092.533893,725.131896,833.777385,421.729151,502.336502,669.256426,8617.948696,157.08948,145.71609,190.281684,194.285825,257.915267,183.617768,224.27276,199.570696,200.191407,316.367034,195.967485,181.942715,2447.218211
